chrom	start	end	dendritic_meth	dendritic_depth	endothelial_meth	endothelial_depth	eosinophil_meth	eosinophil_depth	erythroblast_meth	erythroblast_depth	macrophage_meth	macrophage_depth	monocyte_meth	monocyte_depth	neutrophil_meth	neutrophil_depth	placenta_meth	placenta_depth	tcell_meth	tcell_depth	adipose_meth	adipose_depth	brain_meth	brain_depth	fibroblast_meth	fibroblast_depth	heart_meth	heart_depth	hepatocyte_meth	hepatocyte_depth	lung_meth	lung_depth	mammary_meth	mammary_depth	megakaryocyte_meth	megakaryocyte_depth	skeletal_meth	skeletal_depth	small_intestine_meth	small_intestine_depth
chr9	134067646	134068147	0	282	2.989	4034	0	5207	32.211	14963	2.995	2787	0	352	4.019	1737	0	0	0	4143	3299.97	3822	639.9993	735	5.99	560	3649.92	4203	22025.69	23547	5878.21	6484	1611.9983	1764	0	60	5.82	820	2	458
chr9	137188356	137188857	0	340	2.012	3840	0	4834	38.432	12812	0	2666	0	186	2.978	2285	0	0	1.993	3674	1626.4	1662	878.0025	911	1	893	1614.51	1670	10103.7	10530	4846.81	4964	1187.0028	1372	0	574	15.93	1624	2.03	1223
chr9	137222067	137222568	1.008	165	7.019	2824	1.966	3730	17.176	12434	10.986	2055	0	209	2.987	1952	0	0	13.04	3848	1859.26	2138	1760.0019	2038	11	644	1888.75	2160	4248.71	5877	3298.24	3813	1076.9989	2310	0	262	11.97	319	5.98	612
chr9	137223332	137223833	0	74	2.001	1855	0	2297	10.103	4568	1.976	1906	0	49	3.99	1437	0	0	0	2453	1384.51	1541	811.0005	969	0.98	439	1423.6	1559	3660.21	4647	3104.18	3419	539.9963	1425	0	126	5.97	684	2.04	727
chrX	318299	318800	0.986	6758	5.988	7089	1.023	5883	16.211	16170	2.02	4902	2.991	2875	7.949	4274	0	0	1.995	5946	2113.48	2999	2038.9973	2624	6.98	621	2196.02	4940	2926.55	4843	3974.23	5328	1421.0047	2232	10.949	8051	2.97	1133	6	922
chrX	318989	319490	1.936	29632	14.979	30596	3.024	23605	38.711	56158	5	23167	14.89	13247	27.177	22123	0	0	8.844	28740	6977.64	9523	3328.9997	4124	14.9	1960	7056.12	17856	13266.36	22389	14037.19	17867	4185.0106	5503	9.083	29843	50.49	5399	6.98	2051
chrX	319004	319505	1.936	30468	19.067	31368	3.024	24217	38.711	57746	9.032	23684	14.89	13586	27.177	22749	0	0	8.844	29612	7151.75	9820	3399.9985	4280	14.9	1989	7167.64	18239	13595.22	23148	14163.19	18145	4332.0086	5746	9.083	30628	49.39	5455	6.98	2095
chrX	319102	319603	0	28022	19.989	29219	3.024	23096	30.535	51709	9.032	21929	14.89	12903	27.177	21406	0	0	8.844	28228	7363.87	10137	3371.0017	4402	17.9	1996	7452.46	17643	14222.85	23923	14808.51	19013	4298.0078	5759	7.081	28052	46.33	4917	5	1918
chrX	319176	319677	2.016	26019	19.989	26372	0	21372	18.055	45534	11.012	19933	14.89	11975	27.177	19761	0	0	8.844	25926	6869.44	9506	3276.0018	4348	17.9	1896	6834.81	16809	13278.33	23047	14102.73	18209	4142.013	5569	7.956	25048	48.31	4573	5	1916
chrX	319298	319799	10.051	20276	12.936	19384	3.032	15596	11.29	32714	11.012	14301	15.89	7883	16.151	14088	0	0	5.926	18605	4875.04	7301	1787.0007	2556	17.9	1084	4529.25	12175	10708.46	18447	10880.72	14515	2788.0023	3793	4.931	19338	23.85	3188	7	1732
chrX	319751	320252	86.122	7040	41.051	5534	34.1	5127	73.92	9113	32.006	5206	33.96	2902	33.988	5537	0	0	121.11	5598	2065.19	3092	1002.0005	1216	2	314	1994	5472	5632.33	8241	4299.84	5798	1412.003	1961	44.046	5073	42.02	1442	14.04	1371
chrX	319807	320308	84.082	5772	40.048	4448	32.06	4250	73.92	7312	32.006	4350	33.96	2550	33.988	4936	0	0	120.084	4730	1746.4	2590	902.0022	1078	2	272	1789.26	4700	5101.94	7332	3750.78	4970	1330.0018	1726	44.046	4184	42.02	1288	12.04	1212
chrX	364586	365087	350.962	375	472.006	485	241	244	168	178	239.008	249	189.993	194	424.028	432	0	0	521.012	535	906.13	1231	412.0047	622	67	70	1323.03	1632	1096.54	2895	1501.64	2426	240.9965	624	240.025	260	1103.34	1132	126.02	132
chrX	365058	365559	674.964	708	409.986	423	493.011	511	201.994	224	357.019	368	357.995	380	744.028	778	0	0	922.053	971	1044.8	1443	636.0075	865	154.98	160	1185.81	1571	1076.5	2655	1619.47	2399	340.9943	821	474.073	521	1259.53	1305	154.04	162
chrX	373748	374249	12.831	11090	46.143	9328	13.971	8537	68.875	13482	8.92	7226	10.977	5003	11.965	7481	0	0	37.001	9147	4311.44	6287	4734.9882	6258	10.35	1186	3794.54	9267	5205.22	10638	7368.79	11081	1709.9919	4190	49.029	12143	33.99	2365	9.98	1230
chrX	373853	374354	14.859	10765	42.091	8866	12.968	8824	62.823	13449	8.906	7253	9.005	5170	14.041	7865	0	0	31.035	9048	4535.72	6727	4998.9849	6658	9.36	1130	3999.41	9824	5359.14	10648	7254.88	11149	1768.99	4305	39.058	11002	37.83	2648	13.96	1268
chrX	374019	374520	17.829	8527	41.181	7117	18.987	7484	59.641	10874	9.973	6071	8.005	4400	37.033	6820	0	0	22.076	7452	4060.54	5793	3830.9746	5017	5.06	750	3505.19	8600	3673.49	7265	5807.3	8931	1403.9912	3495	33.055	8739	28.29	2287	13.96	1140
chrX	386251	386752	26.418	24463	38.249	22222	4.027	15589	65.566	49619	21.956	18074	0.986	10616	27.837	16426	0	0	35.871	20481	5797.06	8366	12212.8753	15091	7	1080	5484.92	14903	4232	8365	8170.08	12447	3582.9996	6758	18.776	25769	27.85	1711	29.09	2950
chrX	386328	386829	44.478	32553	44.255	31261	8.952	20646	129.022	70642	21.956	23570	0	12982	24.819	20383	0	0	34.851	27279	8528.52	11940	15524.8024	19878	7	1129	8166.2	20060	7616.9	14078	13979.54	19808	4910.0384	8902	24.782	36200	35.81	2019	29.09	3638
chrX	386482	386983	52.436	49269	55.217	50624	13.912	33338	276.886	123454	17.958	35511	9.955	19368	40.733	30179	0	0	28.901	40609	12307.48	17412	17903.7814	23112	7	1962	11228.46	27324	15518.22	30165	21288.14	29842	6545.0483	11703	47.882	60230	59.65	4215	29.01	5011
chrX	386541	387042	49.427	52161	52.175	55622	14.84	36340	313.614	137064	17.958	37759	9.955	21441	40.733	33614	0	0	36.837	43692	12727.47	18437	18994.792	24540	7	2266	11639.58	29485	16352.62	33031	22454.59	32036	6649.0357	12403	48.962	65689	97.25	5993	26.01	5678
chrX	386573	387074	49.427	50397	48.207	54527	14.84	35620	315.686	134585	16.966	36315	9.955	21164	36.789	32892	0	0	24.869	42663	12192.1	17802	17207.7835	22336	7	2270	10985.15	28307	16408.63	33057	21638.94	30780	6371.0319	11855	48.962	63909	96.09	6196	21.93	5686
chrX	386661	387162	49.427	49545	31.047	54415	14.84	35138	337.485	134737	16.966	35424	9.955	21129	31.761	32993	0	0	14.929	41948	12818.08	18754	16881.7878	22079	9.08	2433	11507.62	28657	17492.12	35638	22601.59	32326	6096.0432	11881	48.962	62119	115.13	7119	16.93	5881
chrX	386704	387205	49.427	48722	31.047	53343	14.84	34521	328.953	130439	16.966	34332	13.899	20571	31.761	32258	0	0	14.929	40795	13016.94	19326	15851.8047	21259	17.08	2501	11646.27	28648	18198.22	37220	22879.31	32986	6001.0416	11946	52.886	61092	123.85	7566	20.05	5954
chrX	387115	387616	6.006	14447	18.096	11750	0	13537	84.84	32527	0	12129	15.911	8238	17.922	15231	0	0	12.009	15896	2783.15	5225	1606.9983	2423	13.97	2273	2355.26	10431	5410.58	8164	5569.42	8898	1375.0089	2324	13.026	15320	45.32	4512	12.12	3847
chrX	387171	387672	6.006	12453	25.097	9679	0	12263	88.811	27483	5.962	10871	15.911	7421	14.94	13758	0	0	38.041	14698	2128.31	4229	1267.998	1916	26.13	2193	1816.08	9207	4789.97	6661	4765.21	7615	1216.0062	1826	31.032	13167	42.08	3974	14.28	3639
chrX	387178	387679	6.006	12282	25.097	9679	0	11942	88.811	27483	5.962	10871	15.911	7235	14.94	13641	0	0	38.041	14431	2041.01	4085	1261.9971	1892	26.13	2163	1719.57	8940	4555.79	6151	4564.33	7291	1195.005	1787	31.032	12828	42.08	3893	11.16	3576
chrX	1164638	1165139	6.977	1772	36.951	1270	0	1461	40.073	1873	5.007	1652	0.992	971	3.974	2250	0	0	75.039	2022	500.1	1009	139.002	160	54.36	659	1061.49	1935	665.97	788	794.46	1302	239.0011	292	21.04	1461	107.89	952	225.5	921
chrX	1365446	1365947	1315.984	1362	814.956	940	1601.012	1645	1525.956	1591	988.986	1007	1035.994	1048	966.982	1003	0	0	997.994	1018	5941.82	6806	5807.0225	7025	337.17	356	7258.86	7960	8438.91	11158	8357.51	10732	2972.0028	5096	1623.973	1662	68	78	1175.05	1189
chrX	1365502	1366003	1340.981	1391	849.946	987	1533.009	1577	1457.974	1516	989.986	1007	1070.995	1085	893.99	928	0	0	961.994	978	6006.04	6898	5823.0135	7104	339.16	355	7144.49	7886	8427.14	11547	8373.84	10900	2999.0042	5225	1626.978	1664	68	78	1062	1074
chrX	1591338	1591839	12.008	25492	7.96	21831	0	18233	188.232	49041	3.936	17352	23.944	11494	12.108	19241	0	0	0	21537	8990.26	12034	3503.0072	4224	4	2822	8117.64	17291	15917.88	20866	18245.53	24019	3831.9837	5979	3.984	27166	96.96	6989	20.92	3100
chrX	1591414	1591915	12.008	25836	10.936	22315	3.009	18674	188.232	50076	6.96	17595	23.944	11950	21.042	19668	0	0	0	22138	9520.46	12737	3992.0072	4838	10	2819	8632.56	18192	18228.09	23948	19081.38	25363	3963.9779	6584	3.984	27824	96.96	7089	19.96	3192
chrX	1591421	1591922	12.008	25836	10.936	22315	3.009	18700	188.232	50076	6.96	17595	23.944	12022	21.042	19668	0	0	0	22138	9610.4	12843	4166.0056	5038	10	2821	8734.48	18342	18347.15	24092	19169.7	25499	3963.9779	6694	3.984	27862	96.96	7105	19.96	3210
chrX	1591424	1591925	12.008	25836	10.936	22315	3.009	18700	188.232	50076	6.96	17595	23.944	12022	21.042	19668	0	0	0	22138	9610.4	12843	4166.0056	5038	10	2821	8734.48	18342	18347.15	24092	19169.7	25499	3963.9779	6694	3.984	27862	96.96	7105	19.96	3210
chrX	2500492	2500993	0	4628	3.006	3229	0	3421	7.941	7160	2.012	3600	1.978	2448	4.002	2993	0	0	1.985	3704	358.94	1776	297.9994	577	3.98	121	315.16	2937	1516.57	8952	1375.59	3886	717.0006	1473	1.995	5082	5.98	329	3	433
chrX	2583501	2584002	101.96	5736	56.885	5066	128.018	4099	92.983	5776	109.881	4763	56.888	3075	167.029	4908	0	0	315.146	5322	2597.18	3679	1505.9957	1799	104.95	656	2745.37	5774	5464.68	7218	5990.5	7683	1365.0034	2130	54.845	4482	31.96	789	50.65	961
chrX	2583753	2584254	81.947	6542	65.837	5912	96.915	4887	79.969	7583	85.909	5402	45.853	3547	144.028	5485	0	0	275.09	6408	2897.74	3936	1811.9985	2176	31.91	683	3180.32	6356	9742.21	14276	6677.58	8529	1448.9982	2530	57.787	6779	19.12	728	35.95	809
chrX	2691055	2691556	16.048	3994	5.976	3833	0	3178	12.065	4907	1.012	3209	2.008	2264	9.041	4144	0	0	0	4088	1859.47	2520	2032.9964	2486	3.01	550	1876.6	4214	5434.89	6998	4073.38	5214	1159.001	2117	2.997	3481	4.09	741	1.99	851
chrX	2691864	2692365	5.957	1827	0.989	1121	0	1851	7.038	2418	2.988	1731	0.986	1147	7.039	2444	0	0	19.014	2024	739.29	1360	281.9982	382	4.1	749	736.62	2492	1481.72	1979	1203.23	2304	362.0034	646	6.942	1964	9.27	1046	1	920
chrX	2807606	2808107	391.026	398	416.057	460	294.003	301	517.893	611	166	171	204.003	213	311.975	317	37	45	220.015	225	295.86	325	37	44	111.94	127	301.08	310	232.61	333	300.33	321	67.9986	114	397.018	439	80.01	95	176.87	190
chrX	2828528	2829029	129.013	2979	112.829	4300	96.985	1954	168.914	3008	142.04	1710	58.981	1026	116.078	2724	3	193	237.972	2772	1488.4	2341	732.0034	922	24.01	258	1386.98	2920	3750.09	4849	2650.28	3490	733.0006	1317	109.96	2853	18.15	554	30.06	513
chrX	3345711	3346212	62.035	2926	13.983	2718	48.963	1349	55.875	3110	46.141	1866	31.992	921	56.961	2239	39	247	109.051	1923	567.97	1005	585.0057	627	4.02	236	552.67	1491	1818.39	2023	1322.41	1679	496.9967	651	29.861	2560	11.05	408	42.19	628
chrX	3712960	3713461	12.12	11047	18.96	14092	1.974	6664	28.346	19039	30.108	8308	0	3308	67.906	9554	6	846	4.032	9526	5093.08	7084	3094.0166	4040	0	212	4448.38	7739	9361.24	12472	8630.78	12083	1951.9882	4248	25.938	12377	4	527	3.92	1363
chrX	3712967	3713468	12.12	11050	17.952	14105	1.974	6645	28.346	19054	30.108	8319	0	3300	67.906	9529	6	847	4.032	9504	5098.03	7089	3100.0162	4042	0	210	4454.2	7746	9533.51	12648	8677.8	12098	1953.9886	4236	25.938	12382	4	521	4.91	1359
chrX	3713547	3714048	0	3314	5.988	4313	0	1784	5.038	3622	0.988	2439	1.992	1507	2.001	3060	3	270	1	2921	1875.42	2576	1412.9881	1851	0	157	1699.09	3071	3451.2	4603	3549.85	4876	894.0018	1701	0	2488	0	97	4.02	613
chrX	3775784	3776285	328.019	354	213.995	229	354.062	373	390.023	451	237.973	254	307.995	322	595.03	652	56	60	361.041	384	407.08	460	113	158	77.9	146	661.51	759	50.66	105	627.27	747	120.9998	274	363.016	398	135.17	157	358.12	379
chrX	3814871	3815372	6.042	3752	7.898	5286	6.967	2355	14.012	6946	3.024	2951	44.031	1378	1.045	4143	116	380	5.012	3143	1559.39	2545	1859.0069	2396	2	417	1530.2	2844	1678.23	2289	2534.18	3538	555.0013	1425	12.008	4242	5.96	555	1	683
chrX	3815510	3816011	62.691	15854	60.045	18998	0	8008	38.78	25657	5.91	11944	55.89	4741	1.001	11310	121	641	77.316	12447	4615.42	6343	2474.0026	3526	2.97	806	4564.01	9314	5093.36	7403	6920.91	10585	1118.0164	4209	88.082	14768	4.05	1075	3	1584
chrX	3815607	3816108	64.721	17022	71.044	20309	2.016	8734	33.729	26439	11.87	13104	50.896	5009	0	12035	172	763	75.294	13048	5254.08	7281	2561.0001	3622	4.95	814	5187.98	10449	5723.58	8231	7435.09	11626	1318.0305	4673	98.08	15430	5.06	1130	5	1733
chrX	3815614	3816115	65.711	16876	74.022	20120	2.016	8697	31.797	26168	11.87	13006	48.89	4973	0	11879	176	764	75.294	12918	5236.29	7282	2554.0002	3625	4.95	801	5160.86	10397	5507.47	8053	7366.18	11566	1300.0305	4644	102.059	15244	5.06	1125	5	1735
chrX	4703118	4703619	408.966	431	521.979	569	470.987	487	356.011	380	295.022	312	276.006	295	975.031	1062	23	92	624.01	646	856.88	1037	393.9988	538	243.98	382	824.82	934	2851.86	5191	1602.24	2020	560.0015	762	172.98	201	442.03	572	238.89	283
chrX	6226384	6226885	19.079	2784	10.04	2751	9.017	1516	15.978	2632	7.027	1968	4.991	1047	21.97	2360	22	219	56.987	2257	1285.77	1883	427.999	624	4	119	1169.85	2334	3026.02	4015	2190.19	3069	380.9988	988	16.033	2575	2	197	4.02	523
chrX	6932394	6932895	1019.085	1087	1391.979	1503	1076.036	1146	730.054	824	791.99	837	466.986	483	992.005	1114	40	186	810.016	882	1087.28	1153	738.0004	825	271.17	340	1423.29	1590	937.88	1143	1691.89	1849	571.0049	786	748.007	869	296.16	329	379.28	414
chrX	7147548	7148049	0	12024	87.738	13434	6.04	6976	40.516	26870	5.95	8226	5.992	4054	9.926	8672	24	858	2	9504	1478.82	4400	2249.9902	4086	10.06	600	1350.18	5460	4760.06	11752	2051.94	6096	2023.9946	3676	12.054	12708	11.94	1706	8	1282
chrX	7147552	7148053	0	12024	87.738	13434	6.04	6976	40.516	26870	5.95	8226	5.992	4054	9.926	8672	24	858	2	9504	1478.82	4400	2249.9902	4086	10.06	600	1350.18	5460	4760.06	11752	2051.94	6096	2023.9946	3676	12.054	12708	11.94	1706	8	1282
chrX	7574265	7574766	1.008	21	0	79	2.016	129	0	19	0.994	81	5.003	98	13.01	244	0	41	0	62	62.06	170	32.0009	35	4.97	90	52.92	214	125.96	274	114.92	185	58.0006	64	0	17	1.96	128	4.16	129
chrX	7927030	7927531	27.268	26345	284.932	30725	39.047	16477	265.616	37685	85.805	19526	6.028	7620	59.085	20123	65	1694	450.326	21004	7884.5	11537	5905.9751	6898	115.76	960	7870.71	15736	13776.71	16588	15467.88	17986	3634.976	5783	348.301	29293	372.39	3626	70.22	3777
chrX	7927046	7927547	29.494	27351	266.119	32120	28.036	17149	233.548	38550	62.821	20172	6.028	7953	43.073	20976	71	1786	360.333	21886	8039.51	11778	6004.9755	7021	119.51	1096	7942.89	16096	14022.94	16801	15714.65	18305	3687.9748	5938	316.401	30112	337.31	3741	82.67	4031
chrX	7927093	7927594	29.526	27585	203.949	32586	0	17443	161.528	38090	34.857	20252	4.028	8025	9.023	21258	59	1806	148.345	22348	8350.91	12078	6372.9727	7459	89.35	1256	8169.01	16416	13934.46	16619	16157.81	18773	3831.9688	6140	232.659	29918	229.41	3713	56.61	4181
chrX	7927144	7927645	29.526	27516	203.922	32607	0	17563	161.528	38090	34.857	20069	4.028	8202	12.065	21618	62	1875	154.381	22693	8464.67	12222	6462.9736	7540	89.35	1409	8349.31	16812	14124.9	16817	16261.22	18890	3921.9688	6188	229.593	29699	232.44	3782	56.61	4298
chrX	7927190	7927691	29.526	27204	201.898	32359	0	17437	149.432	37618	30.825	19809	0	8284	8.037	21712	62	1917	150.413	22745	8556.75	12360	6480.9728	7558	91.19	1493	8423.51	16984	13897.2	16453	16248.74	18840	3987.9664	6140	209.465	29427	228.44	3766	52.61	4368
chrX	7927336	7927837	19.351	21730	170.963	26673	0	14016	124.002	30178	5.85	16253	0	6803	8.037	17777	57	1631	110.6	19319	7266.79	10382	5010.9794	5943	70.41	1550	7190.57	15061	10978.27	12490	13708.24	15757	3176.9757	4924	187.964	23922	136.64	2835	45.47	4045
chrX	8731323	8731824	38.96	2668	3.992	2870	29.984	1999	26.921	2959	21.006	1643	2.991	1178	23.991	2794	28	283	64.949	2215	1480.97	2348	1324.9988	1733	9.01	292	1553.68	2906	2934.39	4595	2897.85	4288	543.9884	1468	14.028	2332	8.03	546	27.99	532
chrX	8731823	8732324	33.08	4487	21.949	5265	25.963	2760	23.066	6506	23.041	3331	1.993	1859	36.856	3400	12	396	107.083	3325	1999.35	2752	902.9985	1227	2.99	143	1823.02	3204	5162.02	7816	3814.77	5860	580.0018	1763	11.919	3749	5	309	8.98	662
chrX	8738561	8739062	5.022	423	2.962	379	1.97	447	5.012	313	6.016	394	0.992	234	0.99	755	0	43	11.013	408	129.11	424	104.9993	134	2.96	177	148.13	520	456.38	662	274.44	525	49.0014	185	1.007	234	8.13	254	5.98	303
chrX	9198228	9198729	84.025	145	11.006	48	107.996	168	22.011	46	49.985	76	85.002	110	188.975	271	16	26	69.01	101	391.97	513	79.0008	186	142.78	178	378.32	463	109.81	365	306.55	559	27.0008	191	28.004	54	96.01	108	220.12	272
chrX	9276019	9276520	64.005	66	115.993	122	229	239	23.999	32	89.999	94	187.997	191	273.021	282	38	54	161.986	171	520.39	732	171.0067	468	165	211	457.65	625	198.17	746	351.83	770	1	284	25.998	27	225.85	239	346.12	369
chrX	9342434	9342935	7.948	1282	63.938	1972	14.957	941	24.01	1446	6.006	1338	1	497	4.975	1359	8	101	21.008	1018	1006.74	1477	1108.0065	1657	0	122	903.39	1708	944.56	1498	1388.7	1982	340.005	934	16.005	994	4.99	162	42.99	510
chrX	9427213	9427714	176.993	181	162.998	178	273.016	294	96.999	109	193.016	203	226.001	232	466.978	496	69	76	212.009	218	600.55	739	474.0007	852	108.94	130	579.82	706	344.94	1015	560.13	930	9.0024	389	110.001	121	142.13	162	219.06	224
chrX	9462978	9463479	2.956	731	9.964	695	20.983	846	6.002	426	0.992	596	0	425	2.998	1579	13	135	19.009	897	561.56	1099	294.0048	438	2.97	303	594.8	1251	273.22	675	823.41	1360	106.0026	455	1	315	5.06	359	1	411
chrX	9464892	9465393	28.981	10733	131.834	14336	137.117	6375	186.312	20760	84.757	8022	12.989	5356	240.053	7368	19	1065	234.001	9094	9347.12	12198	6191.0055	8514	0	663	8154.52	12334	6800.73	13573	12443.11	17621	1702.001	6811	29.923	13094	5	234	14.97	1097
chrX	9464960	9465461	43.948	12507	167.954	16585	141.085	7229	248.966	24897	140.81	9755	12.989	6066	289.154	8750	18	1185	292.97	10868	10463.07	13562	6664.9887	9192	2.04	943	9181.3	13996	8267.38	15605	14127.76	19887	1969.9987	7383	40.814	15102	5	246	13.98	1271
chrX	9465077	9465578	44.05	13485	183.814	17413	111.025	7565	272.95	28395	140.804	11009	8.973	5922	267.206	9668	30	1283	255.044	11942	10086.93	13002	6280.9755	8766	4.08	1267	8773.88	13694	8214.76	16157	13667.46	19277	1793.9973	7307	34.704	16520	5	406	21.96	1579
chrX	9465435	9465936	53.003	7229	105.088	8878	97.99	4011	175.64	12890	72.047	5650	0	2560	142.277	5897	57	690	172.96	6327	4010.5	5440	2241.9929	3398	2.04	635	3698.1	6240	5137.31	8803	6403.34	8782	962.0001	3179	16.896	6843	4.95	755	33.97	1407
chrX	9465766	9466267	47.119	4589	34	5246	155.911	2302	95.024	5175	46.981	2744	3.994	1549	137.145	4317	66	455	125.81	3617	2346.09	3379	1018.0069	1584	0	255	2055.15	3682	3856.14	6403	4220.82	5728	546.9965	1861	24.919	2585	5.96	609	37.05	927
chrX	9674422	9674923	465.035	484	649.992	711	387.043	413	363.067	399	529.945	547	208.988	213	746.003	787	55	65	542.986	562	554.09	659	279.9996	392	181.07	194	697.26	762	613.22	1058	650.46	869	143.0002	345	375.938	402	121.15	137	258.24	286
chrX	9708905	9709406	123.974	537	96.022	525	111.07	760	102.017	522	70.995	406	94	437	191.068	978	22	142	131.989	599	597.71	921	503.006	798	84.06	224	592.58	955	713.59	1308	739.74	1152	119.0005	465	116.995	449	51.99	183	54.28	334
chrX	13688914	13689415	46.19	9600	50.136	13490	39.924	5672	73.87	14660	139.76	7704	0	3886	81.804	9782	6	804	216.156	8758	3578.12	5668	3674.01	4516	7.98	596	3389.14	7216	7072.04	8334	5574.54	7564	1918.0112	3418	36.098	9216	10.04	1086	87.7	1848
chrX	13688934	13689435	47.198	9714	50.136	13629	39.924	5759	75.88	14860	139.76	7810	0	3973	81.804	9962	6	819	217.164	8873	3738.98	5858	3712.0103	4557	7.98	615	3525.17	7398	7512.63	8807	5818.52	7841	1999.0109	3533	37.098	9267	10.04	1092	87.7	1880
chrX	13938003	13938504	50.015	3172	46.197	3339	21.021	1732	44.079	2974	67.857	2789	0.999	1438	67.961	3683	22	296	97.099	3122	2544.23	3524	1492.993	2031	14.09	370	2355.99	4158	3369.43	4566	3778.22	5445	538.993	2025	37.909	2816	6.02	430	31.81	610
chrX	13950748	13951249	935.007	979	945.038	1059	525.968	559	739.944	837	491.936	519	331.007	335	1134.015	1202	27	60	705.026	744	796.66	922	311.0018	387	196.24	271	911.42	1045	1186.12	1441	1441.03	1727	166.9974	421	656.075	712	200.01	209	268.97	290
chrX	15854303	15854804	0	9382	9.033	8960	7.022	4431	14.906	13803	1.973	4524	1.001	2740	22.948	6612	69	582	1.992	5309	9016.95	12809	8081.9766	11692	6	508	8114.07	13167	5191.98	10990	12650.93	17708	2979.0088	6748	7.032	8876	5	579	15.93	1059
chrX	15854420	15854921	0	10169	9.033	9628	7.995	5084	15.784	16523	0	4577	1.984	2850	22.018	7153	66	621	0	5694	9457.4	13043	8143.9785	11814	6	516	8504.88	13609	6207.93	11825	13717.34	18514	3184.0104	7056	9.968	10202	3	539	18.98	1221
chrX	15854461	15854962	0	10097	10.005	9847	9.002	5113	17.456	17238	0	4692	1.984	2837	20.018	7124	69	655	0	5591	9476.11	12887	8233.9778	11919	6	502	8534.9	13441	6361.3	11987	13791.73	18453	3229.0086	7187	10.967	10330	3	518	18.98	1224
chrX	16711851	16712352	50.058	4201	27.037	6457	23.929	2749	28.986	5549	48.036	3083	1.008	1717	94.131	3777	34	290	94.975	3569	1645.08	2497	1068.0063	1458	10.04	319	1596.39	2590	2297.07	3383	3025.92	3984	750.9989	1514	26.143	4641	6.97	576	17.97	370
chrX	16719644	16720145	18.992	2736	6.013	3007	7.982	1588	12.098	3778	9.023	1996	0	1092	15.956	2333	14	254	3.996	1958	1237.35	1869	630.002	902	0	279	1249.23	2322	2256.03	3090	2052.86	2940	342.9974	833	10.985	2169	3.03	383	4.99	530
chrX	16785937	16786438	3.957	2229	3.024	5325	1.008	2120	11.099	6271	0	2787	0	1608	5.936	4787	2	386	19.098	2871	2323.36	3743	2454.9908	3432	1.04	630	1942.61	4178	2151.68	3131	3026.36	4730	663.0043	1671	0.984	3117	6.06	396	13.02	1081
chrX	16786318	16786819	14.939	2910	3.973	5060	0	2857	3.999	6604	3.004	3075	1.005	1766	2.992	3720	0	379	11.991	2699	2715.01	4274	1841.9984	2637	3.02	537	2588.32	4696	3822.27	5135	4305.17	6468	1035.0044	2157	1.012	2976	2	374	1.98	745
chrX	16786755	16787256	49.856	5516	3.994	5502	2	3538	76.73	10158	7.988	4179	0	2642	15.942	5622	30	632	20.004	3741	4340.8	6295	2950.0124	4528	2	575	4116.73	7013	6610.83	10114	7236.12	11053	1581.0209	3584	21.854	5262	10	799	2.98	1091
chrX	16786850	16787351	53.858	5557	5.994	5297	11.026	3413	79.716	10249	7.988	4054	0	2420	21.936	5352	36	587	24	3665	3810.55	5466	2639.0036	4170	2	520	3595.23	6127	5644.96	8971	6117.22	9364	1341.0152	3156	21.854	5282	10	766	3.99	1009
chrX	16805021	16805522	181.99	193	303.986	314	192.009	215	87.018	105	207.033	228	162	179	559.954	604	29	40	327.027	350	570.29	640	574.006	684	147.11	165	461.13	561	512.71	626	751.25	908	205.0018	302	51.997	70	100.02	102	189.02	199
chrX	18522949	18523450	82.023	144	196.99	209	158.01	274	216.015	246	101.991	219	18.01	151	103.987	300	39	45	203.985	210	584.87	670	334.9993	374	213.27	226	636.95	670	418.51	460	843.06	1070	270.0009	315	161.02	174	215.08	224	276.12	301
chrX	22242971	22243472	86.028	98	73.987	90	118.035	131	41	58	65.992	77	68.004	71	139.006	162	14	15	103	111	200.93	214	56.0002	58	75.1	110	194.73	205	69.6	90	215.21	221	26.0001	28	59.986	73	117.03	120	130.11	152
chrX	22682627	22683128	294.011	304	587.978	634	381.983	411	150.999	167	369.011	397	222.996	239	543.953	592	63	78	367.036	379	926.13	1074	598.0055	675	226.88	255	876.64	997	1572.99	1913	1028.45	1245	502.0031	627	178.998	188	269.2	281	195.06	207
chrX	23076289	23076790	369.993	399	606.048	690	306	332	174	204	320.002	331	189.001	196	599.04	648	35	73	504.026	541	766.42	844	529.0022	641	137.01	171	726.92	856	878.3	1334	1330.29	1595	467.0063	737	367.011	386	272.07	278	95.03	104
chrX	23865994	23866495	151.964	161	138.984	151	163.955	182	79.995	93	109	117	132.007	136	200.019	220	48	57	142.999	161	124.86	134	19	20	115.01	157	170.18	178	1	2	75.07	81	9	12	90.999	96	101.08	112	163.95	187
chrX	24149106	24149607	0	6152	5.99	7920	2.006	3812	19.83	16262	47.916	5258	5.978	3200	7.908	6168	0	554	1.978	6000	4545.38	6944	3234.0148	4352	4.06	834	3914.78	7008	6098.78	10154	6602.22	11064	2243.9862	3882	7.942	6070	4	964	0	1096
